,scores
421,0.9758399523776996
422,0.8570797162321125
423,1.1019508568176424
424,1.0920700175616702
425,1.1070499353816392
426,1.8549401272010877
427,1.4272938159217352
428,0.8729257398612802
429,1.021325024698636
430,0.883884595443443
431,1.3197041583882783
432,1.1676323379394498
433,1.2302115134527252
434,2.0763904979432244
435,1.414487688333832
436,0.9117650683412402
437,1.1033846261776694
438,0.7590473547352462
439,2.6010354480166793
440,1.1921881433004977
441,1.1818744185880765
442,2.0706721024255854
443,2.0097777442887494
444,2.956843104022898
445,1.727391918461998
446,2.649217284448281
447,1.9096353703924536
448,1.0084813216847575
449,1.0186768660420549
450,1.692454392884362
451,1.6585205988369967
452,2.1937178230026384
453,2.416390125309715
454,1.9018081256627841
455,1.9789241527266213
456,0.9749310825356472
457,0.9752621130223119
458,2.3970672235021113
459,2.338673163923347
460,1.8422803770015401
461,1.8856300493942493
462,3.4434055315145082
463,2.0763654604555466
464,0.9589671442328812
465,0.9521506245635691
466,1.4677845595185903
467,3.2303587003719167
468,1.69107345513756
469,1.726709488985409
470,2.034636204687354
471,2.368795613303006
472,0.9502024587726616
473,0.9537701711564474
474,3.149684303921139
475,1.420590423804343
476,1.6096098043646454
477,1.7481885762986897
478,1.6399848617898356
479,2.3215499074099717
480,1.0554368530905538
481,1.0556197383555816
482,1.1822685221324734
483,1.17585806017774
484,0.90407381982703
485,1.016631030136629
486,0.833574909994036
487,0.8273799166331204
488,1.0159906636489984
489,1.016649972015943
490,1.1960900791262072
491,1.1830879855598364
492,1.5289921516427265
493,1.067147513931718
494,0.8770856829663534
495,0.8253046895878972
496,1.0007392717876602
497,1.0018793427909907
498,1.2172439757736107
499,1.193997874797117
500,0.8427521969089794
501,1.1592455842554819
502,0.8152101082748827
503,0.8249266414797245
504,0.9948479881546554
505,0.9965119874261532
506,1.2516136632026613
507,1.2096507204071587
508,0.7874456289013269
509,1.3597824109785155
510,0.9353291067610181
511,0.8268329724798179
512,0.993806465945026
513,0.9960856308593238
514,1.3173263056243787
515,1.2324851964984074
516,0.7636930011959213
517,0.675443240241084
518,0.911816454348983
519,0.8319651228152183
520,1.0093466413563954
521,1.004502579194368
522,1.6541262925542184
523,1.5441660101548724
524,1.8081004534716438
525,2.013213392299526
526,5.261384958545656
527,2.286294467187845
528,1.1085831474411942
529,1.1018601843859681
530,1.9967855144795388
531,1.6647471647509573
532,1.6011734621741254
533,4.649959814962402
534,3.611648082126911
535,2.302794137094206
536,1.314374939685088
537,1.3162641360635057
538,1.185489694625557
539,2.023032978928076
540,1.7360277624698037
541,1.9198634881491907
542,3.5641609107290138
543,2.5624866329500042
544,0.7039011618104054
545,0.7077232793086352
546,2.2244093262761173
547,1.1848339876442595
548,2.4479037641669037
549,1.9258375756104944
550,3.437619707862958
551,3.0148558366927944
552,0.7027271649006315
553,0.7069814966660782
554,1.6530121720970457
555,2.672208464102568
556,1.9632286656759812
557,2.132870761581264
558,1.9053879979206423
559,3.3215616651309254
560,1.0320768405412488
561,1.0323652078415864
562,1.6400722445667293
563,1.4743732613853446
564,0.6455301979174979
565,0.8378419821233346
566,1.0850227838048185
567,1.2482851869617169
568,1.0409315198972453
569,1.0412181153697433
570,3.1435526278297736
571,1.5235097051932918
572,0.6441700596821064
573,0.9058334342446308
574,1.0695639220497355
575,1.3681648510332913
576,1.0502115898178195
577,1.04989266542369
578,2.4854881851525508
579,1.6663870334421131
580,1.0734120695118674
581,1.3268135682371511
582,1.6497371771634892
583,1.6843978112087394
584,1.060204824415253
585,1.058634545821681
586,1.7353877825064448
587,2.7822765387126345
588,0.9151801654650251
589,1.2243221768694204
590,1.7227005361396357
591,0.9449388935956025
592,1.0716044460732057
593,1.068067376344017
594,1.6597303723118202
595,3.1682767116834287
596,0.8520869725343464
597,0.9180346429026237
598,1.2818883941867705
599,1.9311196835275823
600,1.4083674466935656
601,1.3801170934162386
602,1.1027271535584942
603,1.1068146182208838
604,1.8497282771359997
605,2.2583129176182988
606,2.0828694143616007
607,2.9546236921898914
608,1.2910894890709717
609,1.2812548704152185
610,1.1097017039493835
611,1.1181205276985013
612,2.273789624096516
613,2.447541721436248
614,2.0077233845691804
615,3.525980699397557
616,1.2432392640923515
617,1.232850447086574
618,1.1230119685902515
619,1.1359676334675375
620,2.671035398663702
621,2.1172817451248496
622,1.895321935449639
623,2.68586677662221
624,1.2263476360719916
625,1.2102447988308611
626,1.1444030008877881
627,1.1646521964503884
628,2.490032689798596
629,1.9358419004429346
630,2.0333537596616216
631,3.350328917359141
632,1.2316330923411514
633,1.207471348859746
634,1.1731572046427363
635,1.2174437627433483
636,6.831270208018597
637,1.9372310222611873
638,2.0735867735619404
639,2.4678997184152727
640,1.7223220962534969
641,1.686812930296022
642,3.150053274065339
643,2.597688385152239
644,0.9258171982183734
645,1.1931361878459694
646,0.8881341456522631
647,1.8120419665027523
648,1.604878039511178
649,1.5809721952983826
650,2.6703967256885144
651,4.744941928514929
652,0.9370078930465306
653,1.0568919407883666
654,1.2324866921184434
655,2.0029475563879897
656,1.5423056781834987
657,1.5250073772379404
658,2.1997383146324365
659,3.0407901735542207
660,0.9435024444671803
661,0.9800835810675528
662,1.1324879059040998
663,2.2983353971849354
664,1.5074569314933184
665,1.4946031586101969
666,2.398143569142184
667,3.093434218119507
668,0.9388535539394777
669,0.9319221954072203
670,1.2400573485121271
671,2.843785745168349
672,1.4890608825475604
673,1.4793473070524368
674,2.3437934965816565
675,4.386749282468763
676,0.9290470515172224
677,0.9000666296368515
678,1.1278418268707266
679,2.3441857536029165
680,1.7699213335895352
681,1.8131016646654883
682,1.3918544916971787
683,1.6744872490502862
684,1.5451670698027946
685,1.6891510297146344
686,2.1726147786527337
687,2.040577750448149
688,0.9706766036664898
689,0.9583898376767448
690,2.1910762346848167
691,1.7169694968079747
692,1.5849407820544121
693,1.6864168629570448
694,3.8624266498487496
695,2.6819815127792057
696,1.9612802239086293
697,1.710126275708195
698,1.8916976013733338
699,1.7666053390708392
700,2.1326549612620744
701,1.7266583231249173
702,2.1330663743100224
703,1.9672877222983185
704,1.4884371981081137
705,1.3966931016064381
706,1.8595936187213278
707,1.8173454304850496
708,2.1738093383546526
709,1.851238871331633
710,2.126679707499626
711,1.9102607830990634
712,1.34117194774694
713,1.278188148190198
714,1.8982155225580382
715,1.954519604993951
716,1.6573038795247492
717,2.5009819311655668
718,2.2172923192161478
719,1.9343962011075575
720,1.1720985018906578
721,1.1712957271305053
722,1.2913764812764361
723,1.3113420754028233
724,0.8059198630605335
725,0.8453293192072721
726,1.5056074966363857
727,1.4158837685772658
728,1.2052600303978265
729,1.2043855082582817
730,1.2818702584936499
731,1.2971621941093547
732,1.600743588693378
733,0.8401399422798501
734,1.2426066482788882
735,1.4717330214257087
736,1.2623932507684463
737,1.2617148369045221
738,1.2788989314240886
739,1.289205323052191
740,1.122371106581879
741,0.8374946396324559
742,1.3556400502984824
743,1.5743917524853888
744,1.3687968161918964
745,1.369329934903369
746,1.2835593883030412
747,1.2870716145398025
748,1.175106301001854
749,0.8367880157711278
750,1.4147615944270127
751,1.8492087814430174
752,1.6126951169334331
753,1.6195946213196946
754,1.2991295227395725
755,1.2910218264467224
756,1.2363865906095353
757,0.8372263040462125
758,2.73320794088024
759,3.5935247530091656
760,0.9444260871271344
761,0.9444275643470794
762,1.1207121920132102
763,1.1215429909665842
764,1.1826311208366422
765,1.1902996240521293
766,1.7356178939867275
767,2.004614978862531
768,0.955593560438411
769,0.9555314334602064
770,1.1266757566189247
771,1.1261087910609948
772,1.1748325214909288
773,1.1984824491757975
774,1.776395637710397
775,2.727307365916868
776,0.9695219522396435
777,0.9724051554971029
778,1.1363206251714082
779,1.132406708615239
780,1.1921754894708316
781,1.2237915118550184
782,2.2130765820758755
783,2.1255560431292717
784,0.9879067713224245
785,0.9876717749432864
786,1.1545713643647828
787,1.1416977378196127
788,1.1960623698154216
789,1.2359706602729288
790,1.9090498756398329
791,1.9257613194514618
792,1.0093051603829162
793,1.0080400811456944
794,1.2121199876015176
795,1.156952007615623
796,1.2058083116947116
797,1.3907345196094485
798,1.92022529788034
799,2.0480023716780247
800,1.4839700934203843
801,1.5032125062038872
802,1.400092435362189
803,1.6730908567562501
804,0.8648427101472599
805,1.1235176793726664
806,0.7041699992403035
807,0.6969082662554869
808,1.3990348764419451
809,1.4077821238053085
810,1.3579093773567061
811,2.00019118401507
812,0.9250005410287662
813,1.0631671762513506
814,0.7378983103919314
815,0.6930697846653612
816,1.3489589135576632
817,1.3537266764628864
818,1.331735430208433
819,1.4445961295526972
820,1.1445766166817632
821,1.020545059602076
822,1.4107924029559156
823,0.6897575765506722
824,1.3157705391588248
825,1.3185069748224352
826,1.3142793350581456
827,1.8111227028770207
828,1.4216304210435422
829,0.9909628321601193
830,0.7931335299242968
831,0.6869003619881843
832,1.2925476352092455
833,1.294076601107037
834,1.3022807299274362
835,1.606513691945499
836,1.321877840642826
837,0.9711620242583803
838,1.2157153690097389
839,0.6844317161891385
840,1.2219813853964068
841,1.1204604657460273
842,1.4537090561199153
843,1.5066408337284762
844,1.3256247029153696
845,1.3682914186005553
846,1.3462671207037948
847,1.476879288236908
848,1.1969222695453157
849,1.0977041905973468
850,1.4736395076901099
851,1.5529364398747352
852,1.2404915482933963
853,1.3907152423496139
854,1.3074057175488305
855,1.561043804966284
856,1.1707410135400778
857,1.0758333595969947
858,1.4991423349844322
859,1.6211544538133127
860,1.210024240100642
861,1.4077345535770398
862,2.9557350190165463
863,1.72280485087545
864,1.145944439721775
865,1.0557738216165127
866,1.5311023154408776
867,1.726823687800892
868,1.1835407768024402
869,1.4452955508777146
870,3.3969310892820834
871,1.9619267021931055
872,1.122820598542953
873,1.0372657214670111
874,1.5699823198809062
875,1.903950319739843
876,1.1668218087354263
877,1.472808594781338
878,1.5450013284067645
879,2.1942593218916144
880,1.594825824480273
881,1.4991794829676783
882,1.852127579062185
883,2.284496805986363
884,1.626200972264332
885,1.5789197321801511
886,0.8060626375367649
887,0.7833315021112213
888,1.892128700187
889,1.7533274481356351
890,1.8366354586397728
891,2.334061316901631
892,1.2915057409251396
893,1.8617862920799761
894,0.8229795799161077
895,0.783681483274921
896,4.184851662489161
897,1.2471472935171155
898,1.835164590194115
899,2.4383360936044465
900,1.2114462710226914
901,1.4570244081360866
902,0.9910535376625221
903,0.7840491170710521
904,2.5060933115272803
905,1.8258481892538767
906,1.849606316961644
907,2.653227761623487
908,1.2078623783928732
909,1.2882154822674232
910,1.2182593901472931
911,0.784486368872241
912,1.7772626191638174
913,1.6753194318268259
914,1.8847085012987714
915,3.2142415420164276
916,1.2864748304653513
917,1.1941614823085607
918,0.9867904871747571
919,0.7851264764225173
920,1.8091615415497908
921,1.0452611158811023
922,1.5331970570442
923,1.800053982889932
924,1.2575996482462477
925,1.413546359383743
926,1.616668367782354
927,1.1418606829725997
928,1.2324006316721758
929,0.9744831111928051
930,1.4927331356845248
931,1.739440207164739
932,1.1851968932847818
933,1.5596546600204022
934,1.049543889027463
935,1.1486121261625308
936,1.0531367761454482
937,0.9516079747338376
938,1.478532881744333
939,1.8866798434479268
940,1.1609340287581105
941,1.220141807907771
942,1.0131316188829773
943,1.157144863476939
944,1.0127646247009157
945,0.9422879965261535
946,1.4770350597164548
947,2.7803068409793683
948,1.142768955111391
949,1.768336095577379
950,1.0208152197556326
951,1.1608193753185632
952,0.999873810661547
953,0.938880204959689
954,1.481583010203268
955,1.2849430697204736
956,1.1461750206863361
957,1.4053711541214988
958,1.4371373523659718
959,1.1567222004222015
960,1.5510838154780062
961,1.6082166129815425
962,5.016500945728363
963,2.0375298980465595
964,0.7519317887350428
965,0.7590760699369926
966,0.8400484989371777
967,1.5838448960950406
968,1.423060064035414
969,1.4436719034280419
970,3.8474862818007085
971,1.8993991301470137
972,0.7545171328124863
973,0.7624777653815128
974,0.8374117661391498
975,1.276717931982972
976,1.3617251768960463
977,1.3711765985665583
978,3.6363811020406485
979,1.8033520438246684
980,0.7571486423658831
981,0.7661121961173494
982,0.8620120491095015
983,1.3234749466399336
984,1.3252535376364851
985,1.329539295461153
986,3.625805415449125
987,1.7314390938245499
988,0.7597445212812415
989,0.770036395403839
990,0.9513962077720493
991,2.2753950204014437
992,1.3010552795940529
993,1.3022847786712832
994,3.753201962955709
995,1.6748401827543322
996,0.7622506796866526
997,0.7742931081245468
998,0.8008421025279091
999,1.5182480021593494
1000,0.9095499155666763
1001,0.9113670120448186
1002,1.064937842956177
1003,1.0739721401592608
1004,2.0295147243240486
1005,1.242091649690267
1006,1.0527953699778532
1007,1.098629569397424
1008,0.9081334730159373
1009,0.909839426041257
1010,1.0646625662202056
1011,1.074969187789259
1012,1.4131397425681376
1013,1.2645245063004396
1014,1.3343104440386664
1015,1.1017431469698449
1016,0.9072348713625287
1017,0.9087642541774509
1018,1.0648036804638852
1019,1.0765280605577037
1020,1.3382772520593478
1021,1.3104289198415606
1022,1.3944305180756853
1023,1.1088915035757498
1024,0.90662757593528
1025,0.9080126159531319
1026,1.06524551280081
1027,1.078542130472309
1028,1.333259601187228
1029,1.3923740662648572
1030,1.5467531866099298
1031,1.1188988029710463
1032,0.9063179506906274
1033,0.9075034315963877
1034,1.0658662915738908
1035,1.0808894870235515
1036,1.3215096185572208
1037,1.5611862119192343
1038,1.7733393835820743
1039,1.1338683340038884
1040,1.1594533512939917
1041,1.1483146525558008
1042,1.706860023337898
1043,1.382957745866008
1044,0.855142369426464
1045,0.7824786043263148
1046,0.8659309696056017
1047,1.123140542409097
1048,1.2844898798932523
1049,1.2459671305032236
1050,2.032896074394394
1051,1.4054749388948644
1052,0.7077955330015515
1053,0.7868139872850272
1054,0.8745730105364277
1055,1.1954509875385935
1056,0.9329449148226365
1057,1.7017074221491906
1058,1.2321002119356206
1059,1.4416923881682784
1060,0.820214735838259
1061,0.7909530281966495
1062,0.8960915354874122
1063,1.3488813945662335
1064,1.547040601252347
1065,1.907047601796872
1066,1.851442894980628
1067,1.5012915280352142
1068,0.7666068309479543
1069,0.7943761839507394
1070,0.9470952532336128
1071,1.8161446170599065
1072,1.2194532377083793
1073,1.2741580012994034
1074,1.6248436032579436
1075,1.6071179743286303
1076,0.7508494096096269
1077,0.7967762840619188
1078,1.1464229684487672
1079,0.8494007639078476
1080,0.7642639591046566
1081,0.7654088936592531
1082,0.9972122702678473
1083,1.0038668031004259
1084,0.8692486650713372
1085,0.994552827651796
1086,1.949677590748079
1087,1.1317645490174286
1088,0.7654316475294928
1089,0.7667258638472605
1090,0.9934652170675041
1091,0.9984163527820958
1092,0.8688070934270319
1093,0.9832790437431109
1094,1.0834509963010004
1095,1.1608091537108045
1096,0.7664386558110419
1097,0.7680245098012706
1098,0.9922889269457924
1099,0.9951428644646472
1100,0.871611538914494
1101,0.972783700045099
1102,1.4445297898748861
1103,1.2048492300441616
1104,0.7675821328686002
1105,0.7694846572632718
1106,0.9940134970592399
1107,0.9938031923474222
1108,0.8775202027624323
1109,0.9637665706320133
1110,1.4671037409956476
1111,1.2771648506569855
1112,0.7687695811004966
1113,0.7709184412781707
1114,0.9999691527489482
1115,0.9943717900522553
1116,0.8859618901088804
1117,0.9586145063108413
1118,2.6908574067941053
1119,1.3977951826654276
1120,1.3561577038028347
1121,2.8947463214798943
1122,3.654944506865692
1123,1.8970802964467612
1124,0.6979344190265095
1125,0.7141004369112341
1126,1.129549304668285
1127,0.9934922941003402
1128,2.1742977310602836
1129,2.2222238554829152
1130,3.1164466427277704
1131,1.9356711675613525
1132,0.6934591614719217
1133,0.7100760056917761
1134,1.1707661565670155
1135,0.9829298401375872
1136,1.7982633614231782
1137,1.7770231037247721
1138,2.8345984047372585
1139,1.998785849400971
1140,0.6897106347310629
1141,0.706753295156527
1142,1.7377651335614925
1143,0.9778570892300976
1144,1.8375227295039085
1145,1.758793470278869
1146,3.056096472285934
1147,2.107022627930601
1148,0.686589540975739
1149,0.7039739503286043
1150,1.5604504158308001
1151,0.9759447824891976
1152,2.27000900151
1153,1.9493969303746947
1154,3.7218228239609523
1155,2.3204698484534783
1156,0.684004197661409
1157,0.7016233577806643
1158,2.1984205377607795
1159,0.9760175589199694
1160,0.9273578946235854
1161,0.9276935026923667
1162,1.434950218376606
1163,3.42431449092473
1164,0.8851932042509219
1165,1.296000968984237
1166,1.619494748326898
1167,1.024224119013694
1168,0.9292401994196816
1169,0.9294470096993624
1170,1.3845947838421697
1171,1.6369538341219987
1172,0.8901064124909132
1173,1.3471499385132062
1174,1.2232163066253254
1175,1.0197180590212982
1176,0.9338049697237822
1177,0.9336248749263423
1178,1.3493622763018382
1179,1.5766743950246866
1180,0.8985041913083487
1181,1.3329826210951479
1182,1.5201882509235607
1183,1.0155754412412712
1184,0.9415920592455279
1185,0.9397719884257201
1186,1.321854718447265
1187,1.5604173438055378
1188,0.9111739128181207
1189,1.3318884901717496
1190,1.2081009680952035
1191,1.012038108219003
1192,0.9519980981680967
1193,0.9484257910211609
1194,1.2996949707328278
1195,1.5744969153150885
1196,0.9239675339579163
1197,1.4567977158912333
1198,1.1658957414208906
1199,1.009231394374079
1200,0.980226980040653
1201,0.9906153574157287
1202,2.1656398477715517
1203,1.6769483065278132
1204,1.2371814618185373
1205,1.0531895917352712
1206,1.1169679331216917
1207,1.3097382143610337
1208,0.9918938326993223
1209,1.0070149067224026
1210,1.834817091143477
1211,1.6521077268534232
1212,2.241167556103402
1213,1.0462463224074947
1214,0.9700021883514891
1215,1.3063170534246349
1216,1.0064605109061675
1217,1.02924413279856
1218,1.74097925423599
1219,1.6311775018250156
1220,3.3138959541146935
1221,1.040753810196758
1222,0.9814789622042506
1223,1.3035085881093007
1224,1.0245710867739177
1225,1.0601637573622442
1226,1.7101521507811688
1227,1.613606650401412
1228,1.3655640563092086
1229,1.036596653884723
1230,1.291880528770016
1231,1.3007622443650226
1232,1.0471255234432555
1233,1.1050790404914248
1234,1.7113932218950563
1235,1.599087199266762
1236,2.092214712161002
1237,1.0336910462753788
1238,1.2188069200107812
1239,1.2973500566885847
1240,1.2256464907676428
1241,1.2808148085323912
1242,1.1488925799370424
1243,1.124451453183402
1244,1.2112993041438873
1245,1.3219390101199178
1246,1.8454616537199595
1247,1.8869853936627592
1248,1.2368047514799272
1249,1.3113993466812104
1250,1.1576484796031967
1251,1.125476763816965
1252,0.9558843709172387
1253,1.3664985456961805
1254,2.124561487897926
1255,1.8886623418380448
1256,1.2517771505671587
1257,1.35351207333869
1258,1.1690696150900155
1259,1.127095490097673
1260,0.9435945342094909
1261,1.415085855982628
1262,2.636029565799916
1263,1.901412782790965
1264,1.2715911273627964
1265,1.4122174001069963
1266,1.1838423432371183
1267,1.1293370923974388
1268,1.3206750278772275
1269,1.4688165786582807
1270,1.9611855769751028
1271,1.9231843643126307
1272,1.297398403142471
1273,1.4973191961245451
1274,1.203060272313597
1275,1.1322270160640502
1276,1.5731339097015162
