Macrotrends Data Download

CME Euro FX Futures #1 (EC1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2009-06-30,1.4040
2009-07-01,1.4147
2009-07-02,1.4025
2009-07-06,1.3960
2009-07-07,1.3927
2009-07-08,1.3850
2009-07-09,1.4035
2009-07-10,1.3950
2009-07-13,1.3974
2009-07-14,1.3935
2009-07-15,1.4130
2009-07-16,1.4148
2009-07-17,1.4140
2009-07-20,1.4219
2009-07-21,1.4195
2009-07-22,1.4228
2009-07-23,1.4204
2009-07-24,1.4216
2009-07-27,1.4244
2009-07-28,1.4177
2009-07-29,1.4008
2009-07-30,1.4077
2009-07-31,1.4254
2009-08-03,1.4409
2009-08-04,1.4389
2009-08-05,1.4430
2009-08-06,1.4343
2009-08-07,1.4172
2009-08-10,1.4132
2009-08-11,1.4148
2009-08-12,1.4214
2009-08-13,1.4264
2009-08-14,1.4170
2009-08-17,1.4082
2009-08-18,1.4139
2009-08-19,1.4240
2009-08-20,1.4256
2009-08-21,1.4336
2009-08-24,1.4288
2009-08-25,1.4308
2009-08-26,1.4241
2009-08-27,1.4372
2009-08-28,1.4286
2009-08-31,1.4329
2009-09-01,1.4214
2009-09-02,1.4272
2009-09-03,1.4250
2009-09-04,1.4309
2009-09-08,1.4489
2009-09-09,1.4543
2009-09-10,1.4583
2009-09-11,1.4592
2009-09-14,1.4613
2009-09-15,1.4658
2009-09-16,1.4722
2009-09-17,1.4747
2009-09-18,1.4720
2009-09-21,1.4677
2009-09-22,1.4790
2009-09-23,1.4797
2009-09-24,1.4653
2009-09-25,1.4664
2009-09-28,1.4590
2009-09-29,1.4568
2009-09-30,1.4645
2009-10-01,1.4534
2009-10-02,1.4587
2009-10-05,1.4660
2009-10-06,1.4709
2009-10-07,1.4668
2009-10-08,1.4775
2009-10-09,1.4707
2009-10-12,1.4787
2009-10-13,1.4820
2009-10-14,1.4903
2009-10-15,1.4926
2009-10-16,1.4897
2009-10-19,1.4942
2009-10-20,1.4925
2009-10-21,1.5034
2009-10-22,1.5024
2009-10-23,1.5000
2009-10-26,1.4857
2009-10-27,1.4806
2009-10-28,1.4718
2009-10-29,1.4844
2009-10-30,1.4726
2009-11-02,1.4751
2009-11-03,1.4701
2009-11-04,1.4895
2009-11-05,1.4867
2009-11-06,1.4835
2009-11-09,1.4996
2009-11-10,1.4979
2009-11-11,1.4962
2009-11-12,1.4863
2009-11-13,1.4893
2009-11-16,1.4983
2009-11-17,1.4853
2009-11-18,1.4938
2009-11-19,1.4917
2009-11-20,1.4855
2009-11-23,1.4972
2009-11-24,1.4973
2009-11-25,1.5133
2009-11-27,1.4956
2009-11-30,1.4985
2009-12-01,1.5088
2009-12-02,1.5029
2009-12-03,1.5084
2009-12-04,1.4822
2009-12-07,1.4815
2009-12-08,1.4677
2009-12-09,1.4711
2009-12-10,1.4714
2009-12-11,1.4614
2009-12-14,1.4643
2009-12-15,1.4523
2009-12-16,1.4512
2009-12-17,1.4347
2009-12-18,1.4319
2009-12-21,1.4287
2009-12-22,1.4252
2009-12-23,1.4334
2009-12-24,1.4353
2009-12-28,1.4380
2009-12-29,1.4350
2009-12-30,1.4333
2009-12-31,1.4334
2010-01-04,1.4410
2010-01-05,1.4367
2010-01-06,1.4408
2010-01-07,1.4325
2010-01-08,1.4415
2010-01-11,1.4518
2010-01-12,1.4495
2010-01-13,1.4511
2010-01-14,1.4501
2010-01-15,1.4355
2010-01-19,1.4290
2010-01-20,1.4105
2010-01-21,1.4103
2010-01-22,1.4134
2010-01-25,1.4149
2010-01-26,1.4085
2010-01-27,1.4033
2010-01-28,1.3975
2010-01-29,1.3865
2010-02-01,1.3920
2010-02-02,1.3963
2010-02-03,1.3902
2010-02-04,1.3743
2010-02-05,1.3635
2010-02-08,1.3671
2010-02-09,1.3773
2010-02-10,1.3735
2010-02-11,1.3687
2010-02-12,1.3617
2010-02-16,1.3756
2010-02-17,1.3616
2010-02-18,1.3616
2010-02-19,1.3595
2010-02-22,1.3607
2010-02-23,1.3522
2010-02-24,1.3524
2010-02-25,1.3543
2010-02-26,1.3619
2010-03-01,1.3573
2010-03-02,1.3598
2010-03-03,1.3698
2010-03-04,1.3575
2010-03-05,1.3621
2010-03-08,1.3632
2010-03-09,1.3591
2010-03-10,1.3649
2010-03-11,1.3671
2010-03-12,1.3757
2010-03-15,1.3673
2010-03-16,1.3757
2010-03-17,1.3754
2010-03-18,1.3620
2010-03-19,1.3536
2010-03-22,1.3544
2010-03-23,1.3489
2010-03-24,1.3338
2010-03-25,1.3291
2010-03-26,1.3400
2010-03-29,1.3464
2010-03-30,1.3421
2010-03-31,1.3510
2010-04-01,1.3570
2010-04-02,1.3486
2010-04-05,1.3484
2010-04-06,1.3394
2010-04-07,1.3372
2010-04-08,1.3351
2010-04-09,1.3456
2010-04-12,1.3588
2010-04-13,1.3596
2010-04-14,1.3656
2010-04-15,1.3576
2010-04-16,1.3498
2010-04-19,1.3475
2010-04-20,1.3441
2010-04-21,1.3405
2010-04-22,1.3315
2010-04-23,1.3388
2010-04-26,1.3345
2010-04-27,1.3209
2010-04-28,1.3189
2010-04-29,1.3246
2010-04-30,1.3308
2010-05-03,1.3214
2010-05-04,1.3005
2010-05-05,1.2827
2010-05-06,1.2603
2010-05-07,1.2740
2010-05-10,1.2802
2010-05-11,1.2696
2010-05-12,1.2634
2010-05-13,1.2565
2010-05-14,1.2387
2010-05-17,1.2389
2010-05-18,1.2207
2010-05-19,1.2376
2010-05-20,1.2568
2010-05-21,1.2587
2010-05-24,1.2402
2010-05-25,1.2321
2010-05-26,1.2207
2010-05-27,1.2386
2010-05-28,1.2334
2010-06-01,1.2271
2010-06-02,1.2253
2010-06-03,1.2189
2010-06-04,1.1977
2010-06-07,1.1947
2010-06-08,1.1934
2010-06-09,1.1994
2010-06-10,1.2105
2010-06-11,1.2084
2010-06-14,1.2251
2010-06-15,1.2343
2010-06-16,1.2322
2010-06-17,1.2387
2010-06-18,1.2371
2010-06-21,1.2328
2010-06-22,1.2273
2010-06-23,1.2329
2010-06-24,1.2338
2010-06-25,1.2393
2010-06-28,1.2292
2010-06-29,1.2214
2010-06-30,1.2248
2010-07-01,1.2481
2010-07-02,1.2557
2010-07-06,1.2623
2010-07-07,1.2654
2010-07-08,1.2680
2010-07-09,1.2646
2010-07-12,1.2597
2010-07-13,1.2702
2010-07-14,1.2730
2010-07-15,1.2895
2010-07-16,1.2943
2010-07-19,1.2958
2010-07-20,1.2893
2010-07-21,1.2743
2010-07-22,1.2893
2010-07-23,1.2920
2010-07-26,1.2988
2010-07-27,1.2988
2010-07-28,1.2979
2010-07-29,1.3076
2010-07-30,1.3054
2010-08-02,1.3167
2010-08-03,1.3231
2010-08-04,1.3172
2010-08-05,1.3175
2010-08-06,1.3274
2010-08-09,1.3225
2010-08-10,1.3197
2010-08-11,1.2878
2010-08-12,1.2822
2010-08-13,1.2752
2010-08-16,1.2807
2010-08-17,1.2880
2010-08-18,1.2863
2010-08-19,1.2822
2010-08-20,1.2709
2010-08-23,1.2680
2010-08-24,1.2672
2010-08-25,1.2654
2010-08-26,1.2701
2010-08-27,1.2730
2010-08-30,1.2664
2010-08-31,1.2660
2010-09-01,1.2794
2010-09-02,1.2810
2010-09-03,1.2874
2010-09-07,1.2697
2010-09-08,1.2718
2010-09-09,1.2695
2010-09-10,1.2713
2010-09-13,1.2860
2010-09-14,1.3015
2010-09-15,1.3002
2010-09-16,1.3076
2010-09-17,1.3039
2010-09-20,1.3056
2010-09-21,1.3241
2010-09-22,1.3384
2010-09-23,1.3331
2010-09-24,1.3467
2010-09-27,1.3471
2010-09-28,1.3562
2010-09-29,1.3637
2010-09-30,1.3634
2010-10-01,1.3772
2010-10-04,1.3679
2010-10-05,1.3840
2010-10-06,1.3929
2010-10-07,1.3922
2010-10-08,1.3904
2010-10-11,1.3880
2010-10-12,1.3906
2010-10-13,1.3956
2010-10-14,1.4049
2010-10-15,1.3954
2010-10-18,1.3988
2010-10-19,1.3732
2010-10-20,1.3949
2010-10-21,1.3922
2010-10-22,1.3920
2010-10-25,1.3967
2010-10-26,1.3840
2010-10-27,1.3752
2010-10-28,1.3919
2010-10-29,1.3888
2010-11-01,1.3881
2010-11-02,1.4029
2010-11-03,1.4098
2010-11-04,1.4202
2010-11-05,1.4038
2010-11-08,1.3918
2010-11-09,1.3826
2010-11-10,1.3773
2010-11-11,1.3649
2010-11-12,1.3690
2010-11-15,1.3598
2010-11-16,1.3487
2010-11-17,1.3519
2010-11-18,1.3630
2010-11-19,1.3671
2010-11-22,1.3613
2010-11-23,1.3373
2010-11-24,1.3311
2010-11-26,1.3239
2010-11-29,1.3112
2010-11-30,1.3005
2010-12-01,1.3125
2010-12-02,1.3194
2010-12-03,1.3369
2010-12-06,1.3311
2010-12-07,1.3278
2010-12-08,1.3252
2010-12-09,1.3229
2010-12-10,1.3224
2010-12-13,1.3395
2010-12-14,1.3383
2010-12-15,1.3210
2010-12-16,1.3210
2010-12-17,1.3173
2010-12-20,1.3114
2010-12-21,1.3088
2010-12-22,1.3083
2010-12-23,1.3111
2010-12-27,1.3140
2010-12-28,1.3114
2010-12-29,1.3211
2010-12-30,1.3282
2010-12-31,1.3364
2011-01-03,1.3362
2011-01-04,1.3301
2011-01-05,1.3146
2011-01-06,1.3010
2011-01-07,1.2929
2011-01-10,1.2949
2011-01-11,1.2966
2011-01-12,1.3128
2011-01-13,1.3343
2011-01-14,1.3353
2011-01-18,1.3380
2011-01-19,1.3453
2011-01-20,1.3466
2011-01-21,1.3591
2011-01-24,1.3629
2011-01-25,1.3663
2011-01-26,1.3675
2011-01-27,1.3722
2011-01-28,1.3609
2011-01-31,1.3688
2011-02-01,1.3813
2011-02-02,1.3792
2011-02-03,1.3629
2011-02-04,1.3579
2011-02-07,1.3582
2011-02-08,1.3621
2011-02-09,1.3718
2011-02-10,1.3586
2011-02-11,1.3534
2011-02-14,1.3478
2011-02-15,1.3489
2011-02-16,1.3564
2011-02-17,1.3601
2011-02-18,1.3681
2011-02-22,1.3658
2011-02-23,1.3737
2011-02-24,1.3798
2011-02-25,1.3730
2011-02-28,1.3787
2011-03-01,1.3753
2011-03-02,1.3843
2011-03-03,1.3936
2011-03-04,1.3964
2011-03-07,1.3945
2011-03-08,1.3880
2011-03-09,1.3883
2011-03-10,1.3776
2011-03-11,1.3869
2011-03-14,1.3973
2011-03-15,1.3978
2011-03-16,1.3882
2011-03-17,1.3988
2011-03-18,1.4137
2011-03-21,1.4207
2011-03-22,1.4185
2011-03-23,1.4103
2011-03-24,1.4164
2011-03-25,1.4051
2011-03-28,1.4078
2011-03-29,1.4068
2011-03-30,1.4100
2011-03-31,1.4181
2011-04-01,1.4216
2011-04-04,1.4198
2011-04-05,1.4205
2011-04-06,1.4314
2011-04-07,1.4278
2011-04-08,1.4414
2011-04-11,1.4408
2011-04-12,1.4466
2011-04-13,1.4420
2011-04-14,1.4471
2011-04-15,1.4416
2011-04-18,1.4215
2011-04-19,1.4321
2011-04-20,1.4497
2011-04-21,1.4555
2011-04-25,1.4567
2011-04-26,1.4614
2011-04-27,1.4721
2011-04-28,1.4802
2011-04-29,1.4820
2011-05-02,1.4830
2011-05-03,1.4803
2011-05-04,1.4833
2011-05-05,1.4508
2011-05-06,1.4323
2011-05-09,1.4324
2011-05-10,1.4383
2011-05-11,1.4184
2011-05-12,1.4219
2011-05-13,1.4100
2011-05-16,1.4180
2011-05-17,1.4218
2011-05-18,1.4216
2011-05-19,1.4303
2011-05-20,1.4198
2011-05-23,1.4054
2011-05-24,1.4103
2011-05-25,1.4062
2011-05-26,1.4122
2011-05-27,1.4246
2011-05-31,1.4349
2011-06-01,1.4330
2011-06-02,1.4441
2011-06-03,1.4582
2011-06-06,1.4543
2011-06-07,1.4649
2011-06-08,1.4536
2011-06-09,1.4467
2011-06-10,1.4312
2011-06-13,1.4372
2011-06-14,1.4426
2011-06-15,1.4132
2011-06-16,1.4103
2011-06-17,1.4276
2011-06-20,1.4267
2011-06-21,1.4380
2011-06-22,1.4338
2011-06-23,1.4182
2011-06-24,1.4138
2011-06-27,1.4233
2011-06-28,1.4331
2011-06-29,1.4394
2011-06-30,1.4488
2011-07-01,1.4478
2011-07-05,1.4381
2011-07-06,1.4266
2011-07-07,1.4320
2011-07-08,1.4214
2011-07-11,1.3996
2011-07-12,1.4000
2011-07-13,1.4117
2011-07-14,1.4108
2011-07-15,1.4108
2011-07-18,1.4057
2011-07-19,1.4108
2011-07-20,1.4201
2011-07-21,1.4390
2011-07-22,1.4344
2011-07-25,1.4362
2011-07-26,1.4498
2011-07-27,1.4352
2011-07-28,1.4292
2011-07-29,1.4348
2011-08-01,1.4249
2011-08-02,1.4180
2011-08-03,1.4298
2011-08-04,1.4121
2011-08-05,1.4250
2011-08-08,1.4179
2011-08-09,1.4209
2011-08-10,1.4193
2011-08-11,1.4208
2011-08-12,1.4238
2011-08-15,1.4444
2011-08-16,1.4389
2011-08-17,1.4446
2011-08-18,1.4320
2011-08-19,1.4382
2011-08-22,1.4367
2011-08-23,1.4420
2011-08-24,1.4416
2011-08-25,1.4364
2011-08-26,1.4477
2011-08-29,1.4497
2011-08-30,1.4438
2011-08-31,1.4365
2011-09-01,1.4257
2011-09-02,1.4171
2011-09-06,1.3980
2011-09-07,1.4082
2011-09-08,1.3879
2011-09-09,1.3654
2011-09-12,1.3573
2011-09-13,1.3703
2011-09-14,1.3741
2011-09-15,1.3875
2011-09-16,1.3783
2011-09-19,1.3658
2011-09-20,1.3678
2011-09-21,1.3665
2011-09-22,1.3464
2011-09-23,1.3455
2011-09-26,1.3459
2011-09-27,1.3639
2011-09-28,1.3571
2011-09-29,1.3556
2011-09-30,1.3415
2011-10-03,1.3217
2011-10-04,1.3236
2011-10-05,1.3351
2011-10-06,1.3417
2011-10-07,1.3381
2011-10-10,1.3654
2011-10-11,1.3653
2011-10-12,1.3779
2011-10-13,1.3775
2011-10-14,1.3870
2011-10-17,1.3735
2011-10-18,1.3734
2011-10-19,1.3739
2011-10-20,1.3763
2011-10-21,1.3859
2011-10-24,1.3940
2011-10-25,1.3920
2011-10-26,1.3890
2011-10-27,1.4201
2011-10-28,1.4148
2011-10-31,1.3920
2011-11-01,1.3707
2011-11-02,1.3757
2011-11-03,1.3830
2011-11-04,1.3773
2011-11-07,1.3771
2011-11-08,1.3840
2011-11-09,1.3540
2011-11-10,1.3582
2011-11-11,1.3748
2011-11-14,1.3611
2011-11-15,1.3542
2011-11-16,1.3511
2011-11-17,1.3464
2011-11-18,1.3513
2011-11-21,1.3496
2011-11-22,1.3506
2011-11-23,1.3328
2011-11-25,1.3243
2011-11-28,1.3312
2011-11-29,1.3344
2011-11-30,1.3445
2011-12-01,1.3465
2011-12-02,1.3414
2011-12-05,1.3410
2011-12-06,1.3418
2011-12-07,1.3402
2011-12-08,1.3344
2011-12-09,1.3381
2011-12-12,1.3200
2011-12-13,1.3055
2011-12-14,1.2994
2011-12-15,1.3025
2011-12-16,1.3037
2011-12-19,1.3026
2011-12-20,1.3084
2011-12-21,1.3057
2011-12-22,1.3058
2011-12-23,1.3071
2011-12-27,1.3083
2011-12-28,1.2953
2011-12-29,1.2947
2011-12-30,1.2968
2012-01-03,1.3063
2012-01-04,1.2944
2012-01-05,1.2792
2012-01-06,1.2729
2012-01-09,1.2761
2012-01-10,1.2795
2012-01-11,1.2700
2012-01-12,1.2832
2012-01-13,1.2672
2012-01-17,1.2724
2012-01-18,1.2840
2012-01-19,1.2937
2012-01-20,1.2925
2012-01-23,1.3020
2012-01-24,1.3025
2012-01-25,1.3087
2012-01-26,1.3110
2012-01-27,1.3207
2012-01-30,1.3126
2012-01-31,1.3086
2012-02-01,1.3158
2012-02-02,1.3143
2012-02-03,1.3154
2012-02-06,1.3125
2012-02-07,1.3248
2012-02-08,1.3253
2012-02-09,1.3290
2012-02-10,1.3172
2012-02-13,1.3205
2012-02-14,1.3094
2012-02-15,1.3063
2012-02-16,1.3141
2012-02-17,1.3159
2012-02-21,1.3247
2012-02-22,1.3245
2012-02-23,1.3336
2012-02-24,1.3461
2012-02-27,1.3401
2012-02-28,1.3462
2012-02-29,1.3345
2012-03-01,1.3323
2012-03-02,1.3214
2012-03-05,1.3235
2012-03-06,1.3113
2012-03-07,1.3156
2012-03-08,1.3280
2012-03-09,1.3114
2012-03-13,1.3080
2012-03-14,1.3029
2012-03-15,1.3102
2012-03-16,1.3179
2012-03-19,1.3245
2012-03-20,1.3236
2012-03-21,1.3210
2012-03-22,1.3188
2012-03-23,1.3270
2012-03-26,1.3349
2012-03-27,1.3341
2012-03-28,1.3328
2012-03-29,1.3292
2012-03-30,1.3339
2012-04-02,1.3338
2012-04-03,1.3220
2012-04-04,1.3141
2012-04-05,1.3068
2012-04-09,1.3127
2012-04-10,1.3082
2012-04-11,1.3104
2012-04-12,1.3200
2012-04-13,1.3083
2012-04-16,1.3139
2012-04-17,1.3143
2012-04-18,1.3130
2012-04-19,1.3136
2012-04-20,1.3219
2012-04-23,1.3148
2012-04-24,1.3193
2012-04-25,1.3232
2012-04-26,1.3241
2012-04-27,1.3262
2012-04-30,1.3242
2012-05-01,1.3232
2012-05-02,1.3164
2012-05-03,1.3152
2012-05-04,1.3089
2012-05-07,1.3054
2012-05-08,1.3030
2012-05-09,1.2948
2012-05-10,1.2953
2012-05-11,1.2924
2012-05-14,1.2845
2012-05-15,1.2736
2012-05-16,1.2724
2012-05-17,1.2715
2012-05-18,1.2739
2012-05-21,1.2790
2012-05-22,1.2720
2012-05-23,1.2574
2012-05-24,1.2526
2012-05-25,1.2520
2012-05-29,1.2493
2012-05-30,1.2388
2012-05-31,1.2377
2012-06-01,1.2426
2012-06-04,1.2506
2012-06-05,1.2457
2012-06-06,1.2556
2012-06-07,1.2613
2012-06-08,1.2517
2012-06-11,1.2509
2012-06-12,1.2512
2012-06-13,1.2599
2012-06-14,1.2611
2012-06-15,1.2647
2012-06-18,1.2591
2012-06-19,1.2699
2012-06-20,1.2676
2012-06-21,1.2563
2012-06-22,1.2572
2012-06-25,1.2506
2012-06-26,1.2506
2012-06-27,1.2468
2012-06-28,1.2436
2012-06-29,1.2668
2012-07-02,1.2593
2012-07-03,1.2622
2012-07-05,1.2401
2012-07-06,1.2283
2012-07-09,1.2321
2012-07-10,1.2263
2012-07-11,1.2232
2012-07-12,1.2206
2012-07-13,1.2251
2012-07-16,1.2286
2012-07-17,1.2297
2012-07-18,1.2272
2012-07-19,1.2287
2012-07-20,1.2168
2012-07-23,1.2135
2012-07-24,1.2071
2012-07-25,1.2167
2012-07-26,1.2293
2012-07-27,1.2317
2012-07-30,1.2269
2012-07-31,1.2313
2012-08-01,1.2243
2012-08-02,1.2180
2012-08-03,1.2382
2012-08-06,1.2400
2012-08-07,1.2417
2012-08-08,1.2360
2012-08-09,1.2300
2012-08-10,1.2297
2012-08-13,1.2338
2012-08-14,1.2335
2012-08-15,1.2293
2012-08-16,1.2366
2012-08-17,1.2324
2012-08-20,1.2351
2012-08-21,1.2470
2012-08-22,1.2532
2012-08-23,1.2568
2012-08-24,1.2521
2012-08-27,1.2505
2012-08-28,1.2568
2012-08-29,1.2535
2012-08-30,1.2518
2012-08-31,1.2593
2012-09-04,1.2588
2012-09-05,1.2615
2012-09-06,1.2661
2012-09-07,1.2810
2012-09-10,1.2782
2012-09-11,1.2872
2012-09-12,1.2905
2012-09-13,1.2995
2012-09-14,1.3128
2012-09-17,1.3116
2012-09-18,1.3048
2012-09-19,1.3074
2012-09-20,1.2981
2012-09-21,1.3001
2012-09-24,1.2947
2012-09-25,1.2938
2012-09-26,1.2871
2012-09-27,1.2927
2012-09-28,1.2862
2012-10-01,1.2896
2012-10-02,1.2925
2012-10-03,1.2909
2012-10-04,1.3028
2012-10-05,1.3042
2012-10-08,1.2984
2012-10-09,1.2892
2012-10-10,1.2905
2012-10-11,1.2938
2012-10-12,1.2965
2012-10-15,1.2949
2012-10-16,1.3050
2012-10-17,1.3132
2012-10-18,1.3070
2012-10-19,1.3030
2012-10-22,1.3052
2012-10-23,1.2979
2012-10-24,1.2980
2012-10-25,1.2955
2012-10-26,1.2939
2012-10-29,1.2910
2012-10-30,1.2969
2012-10-31,1.2967
2012-11-01,1.2942
2012-11-02,1.2831
2012-11-05,1.2793
2012-11-06,1.2821
2012-11-07,1.2773
2012-11-08,1.2752
2012-11-09,1.2716
2012-11-12,1.2717
2012-11-13,1.2709
2012-11-14,1.2750
2012-11-15,1.2777
2012-11-16,1.2730
2012-11-19,1.2811
2012-11-20,1.2809
2012-11-21,1.2828
2012-11-23,1.2988
2012-11-26,1.2965
2012-11-27,1.2939
2012-11-28,1.2940
2012-11-29,1.2984
2012-11-30,1.3010
2012-12-03,1.3071
2012-12-04,1.3114
2012-12-05,1.3092
2012-12-06,1.2976
2012-12-07,1.2941
2012-12-10,1.2952
2012-12-11,1.3016
2012-12-12,1.3093
2012-12-13,1.3088
2012-12-14,1.3171
2012-12-17,1.3172
2012-12-18,1.3231
2012-12-19,1.3259
2012-12-20,1.3252
2012-12-21,1.3187
2012-12-24,1.3201
2012-12-26,1.3232
2012-12-27,1.3249
2012-12-28,1.3231
2012-12-31,1.3208
2013-01-02,1.3184
2013-01-03,1.3069
2013-01-04,1.3080
2013-01-07,1.3120
2013-01-08,1.3091
2013-01-09,1.3062
2013-01-10,1.3259
2013-01-11,1.3346
2013-01-14,1.3385
2013-01-15,1.3304
2013-01-16,1.3296
2013-01-17,1.3392
2013-01-18,1.3325
2013-01-22,1.3324
2013-01-23,1.3325
2013-01-24,1.3378
2013-01-25,1.3469
2013-01-28,1.3460
2013-01-29,1.3491
2013-01-30,1.3570
2013-01-31,1.3578
2013-02-01,1.3665
2013-02-04,1.3523
2013-02-05,1.3588
2013-02-06,1.3529
2013-02-07,1.3407
2013-02-08,1.3366
2013-02-11,1.3392
2013-02-12,1.3446
2013-02-13,1.3451
2013-02-14,1.3350
2013-02-15,1.3358
2013-02-19,1.3391
2013-02-20,1.3287
2013-02-21,1.3172
2013-02-22,1.3181
2013-02-25,1.3124
2013-02-26,1.3060
2013-02-27,1.3134
2013-02-28,1.3072
2013-03-01,1.3029
2013-03-04,1.3034
2013-03-05,1.3051
2013-03-06,1.3005
2013-03-07,1.3116
2013-03-08,1.3011
2013-03-11,1.3050
2013-03-12,1.3035
2013-03-13,1.2968
2013-03-14,1.3006
2013-03-15,1.3062
2013-03-18,1.2956
2013-03-19,1.2884
2013-03-20,1.2954
2013-03-21,1.2924
2013-03-22,1.2991
2013-03-25,1.2872
2013-03-26,1.2865
2013-03-27,1.2782
2013-03-28,1.2823
2013-04-01,1.2856
2013-04-02,1.2822
2013-04-03,1.2853
2013-04-04,1.2944
2013-04-05,1.3019
2013-04-08,1.3009
2013-04-09,1.3105
2013-04-10,1.3064
2013-04-11,1.3118
2013-04-12,1.3085
2013-04-15,1.3045
2013-04-16,1.3196
2013-04-17,1.3020
2013-04-18,1.3053
2013-04-19,1.3066
2013-04-22,1.3064
2013-04-23,1.2995
2013-04-24,1.3027
2013-04-25,1.3021
2013-04-26,1.3033
2013-04-29,1.3101
2013-04-30,1.3166
2013-05-01,1.3217
2013-05-02,1.3061
2013-05-03,1.3113
2013-05-06,1.3081
2013-05-07,1.3088
2013-05-08,1.3162
2013-05-09,1.3019
2013-05-10,1.2986
2013-05-13,1.2973
2013-05-14,1.2939
2013-05-15,1.2877
2013-05-16,1.2909
2013-05-17,1.2831
2013-05-20,1.2899
2013-05-21,1.2903
2013-05-22,1.2844
2013-05-23,1.2933
2013-05-24,1.2919
2013-05-28,1.2878
2013-05-29,1.2939
2013-05-30,1.3050
2013-05-31,1.2989
2013-06-03,1.3080
2013-06-04,1.3089
2013-06-05,1.3094
2013-06-06,1.3254
2013-06-07,1.3231
2013-06-10,1.3268
2013-06-11,1.3314
2013-06-12,1.3336
2013-06-13,1.3352
2013-06-14,1.3347
2013-06-17,1.3348
2013-06-18,1.3411
2013-06-19,1.3275
2013-06-20,1.3201
2013-06-21,1.3146
2013-06-24,1.3130
2013-06-25,1.3096
2013-06-26,1.3008
2013-06-27,1.3052
2013-06-28,1.3023
2013-07-01,1.3063
2013-07-02,1.2981
2013-07-03,1.3017
2013-07-05,1.2833
2013-07-08,1.2878
2013-07-09,1.2790
2013-07-10,1.2886
2013-07-11,1.3101
2013-07-12,1.3063
2013-07-15,1.3070
2013-07-16,1.3163
2013-07-17,1.3115
2013-07-18,1.3105
2013-07-19,1.3139
2013-07-22,1.3192
2013-07-23,1.3237
2013-07-24,1.3197
2013-07-25,1.3246
2013-07-26,1.3279
2013-07-29,1.3268
2013-07-30,1.3266
2013-07-31,1.3339
2013-08-01,1.3216
2013-08-02,1.3288
2013-08-05,1.3261
2013-08-06,1.3307
2013-08-07,1.3334
2013-08-08,1.3391
2013-08-09,1.3342
2013-08-12,1.3312
2013-08-13,1.3262
2013-08-14,1.3261
2013-08-15,1.3349
2013-08-16,1.3337
2013-08-19,1.3344
2013-08-20,1.3421
2013-08-21,1.3376
2013-08-22,1.3354
2013-08-23,1.3384
2013-08-26,1.3374
2013-08-27,1.3387
2013-08-28,1.3341
2013-08-29,1.3246
2013-08-30,1.3212
2013-09-03,1.3174
2013-09-04,1.3212
2013-09-05,1.3125
2013-09-06,1.3187
2013-09-09,1.3265
2013-09-10,1.3272
2013-09-11,1.3314
2013-09-12,1.3308
2013-09-13,1.3310
2013-09-16,1.3337
2013-09-17,1.3362
2013-09-18,1.3509
2013-09-19,1.3530
2013-09-20,1.3524
2013-09-23,1.3498
2013-09-24,1.3479
2013-09-25,1.3525
2013-09-26,1.3490
2013-09-27,1.3521
2013-09-30,1.3527
2013-10-01,1.3533
2013-10-02,1.3585
2013-10-03,1.3624
2013-10-04,1.3558
2013-10-07,1.3580
2013-10-08,1.3569
2013-10-09,1.3525
2013-10-10,1.3538
2013-10-11,1.3557
2013-10-14,1.3580
2013-10-15,1.3523
2013-10-16,1.3535
2013-10-17,1.3679
2013-10-18,1.3681
2013-10-21,1.3680
2013-10-22,1.3785
2013-10-23,1.3781
2013-10-24,1.3804
2013-10-25,1.3807
2013-10-28,1.3807
2013-10-29,1.3749
2013-10-30,1.3728
2013-10-31,1.3592
2013-11-01,1.3493
2013-11-04,1.3518
2013-11-05,1.3475
2013-11-06,1.3522
2013-11-07,1.3428
2013-11-08,1.3356
2013-11-11,1.3404
2013-11-12,1.3428
2013-11-13,1.3463
2013-11-14,1.3455
2013-11-15,1.3490
2013-11-18,1.3500
2013-11-19,1.3532
2013-11-20,1.3420
2013-11-21,1.3461
2013-11-22,1.3551
2013-11-25,1.3516
2013-11-26,1.3575
2013-11-27,1.3574
2013-11-29,1.3588
2013-12-02,1.3541
2013-12-03,1.3592
2013-12-04,1.3589
2013-12-05,1.3676
2013-12-06,1.3695
2013-12-09,1.3739
2013-12-10,1.3762
2013-12-11,1.3787
2013-12-12,1.3743
2013-12-13,1.3733
2013-12-16,1.3762
2013-12-17,1.3765
2013-12-18,1.3757
2013-12-19,1.3655
2013-12-20,1.3672
2013-12-23,1.3689
2013-12-24,1.3679
2013-12-26,1.3691
2013-12-27,1.3733
2013-12-30,1.3802
2013-12-31,1.3788
2014-01-02,1.3652
2014-01-03,1.3598
2014-01-06,1.3635
2014-01-07,1.3617
2014-01-08,1.3582
2014-01-09,1.3590
2014-01-10,1.3660
2014-01-13,1.3673
2014-01-14,1.3673
