Macrotrends Data Download

CME Euro FX Futures #1 (EC1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2014-01-15,1.3599
2014-01-16,1.3614
2014-01-17,1.3529
2014-01-21,1.3559
2014-01-22,1.3546
2014-01-23,1.3696
2014-01-24,1.3676
2014-01-27,1.3666
2014-01-28,1.3665
2014-01-29,1.3663
2014-01-30,1.3550
2014-01-31,1.3484
2014-02-03,1.3531
2014-02-04,1.3516
2014-02-05,1.3534
2014-02-06,1.3587
2014-02-07,1.3628
2014-02-10,1.3641
2014-02-11,1.3638
2014-02-12,1.3594
2014-02-13,1.3674
2014-02-14,1.3700
2014-02-18,1.3757
2014-02-19,1.3744
2014-02-20,1.3720
2014-02-21,1.3744
2014-02-24,1.3735
2014-02-25,1.3742
2014-02-26,1.3683
2014-02-27,1.3712
2014-02-28,1.3822
2014-03-03,1.3733
2014-03-04,1.3736
2014-03-05,1.3732
2014-03-06,1.3861
2014-03-07,1.3871
2014-03-10,1.3868
2014-03-11,1.3869
2014-03-12,1.3902
2014-03-13,1.3858
2014-03-14,1.3903
2014-03-17,1.3919
2014-03-18,1.3928
2014-03-19,1.3828
2014-03-20,1.3779
2014-03-21,1.3792
2014-03-24,1.3837
2014-03-25,1.3825
2014-03-26,1.3789
2014-03-27,1.3746
2014-03-28,1.3750
2014-03-31,1.3774
2014-04-01,1.3790
2014-04-02,1.3762
2014-04-03,1.3712
2014-04-04,1.3700
2014-04-07,1.3737
2014-04-08,1.3793
2014-04-09,1.3850
2014-04-10,1.3889
2014-04-11,1.3885
2014-04-14,1.3819
2014-04-15,1.3808
2014-04-16,1.3819
2014-04-17,1.3817
2014-04-21,1.3794
2014-04-22,1.3801
2014-04-23,1.3814
2014-04-24,1.3823
2014-04-25,1.3834
2014-04-28,1.3852
2014-04-29,1.3809
2014-04-30,1.3870
2014-05-01,1.3863
2014-05-02,1.3870
2014-05-05,1.3876
2014-05-06,1.3932
2014-05-07,1.3915
2014-05-08,1.3852
2014-05-09,1.3745
2014-05-12,1.3754
2014-05-13,1.3697
2014-05-14,1.3705
2014-05-15,1.3714
2014-05-16,1.3697
2014-05-19,1.3711
2014-05-20,1.3696
2014-05-21,1.3678
2014-05-22,1.3650
2014-05-23,1.3626
2014-05-27,1.3634
2014-05-28,1.3593
2014-05-29,1.3602
2014-05-30,1.3635
2014-06-02,1.3596
2014-06-03,1.3624
2014-06-04,1.3600
2014-06-05,1.3660
2014-06-06,1.3649
2014-06-09,1.3589
2014-06-10,1.3545
2014-06-11,1.3530
2014-06-12,1.3568
2014-06-13,1.3538
2014-06-16,1.3572
2014-06-17,1.3547
2014-06-18,1.3563
2014-06-19,1.3611
2014-06-20,1.3596
2014-06-23,1.3607
2014-06-24,1.3606
2014-06-25,1.3631
2014-06-26,1.3611
2014-06-27,1.3649
2014-06-30,1.3698
2014-07-01,1.3683
2014-07-02,1.3658
2014-07-03,1.3606
2014-07-07,1.3612
2014-07-08,1.3614
2014-07-09,1.3650
2014-07-10,1.3607
2014-07-11,1.3612
2014-07-14,1.3622
2014-07-15,1.3571
2014-07-16,1.3526
2014-07-17,1.3529
2014-07-18,1.3528
2014-07-21,1.3525
2014-07-22,1.3468
2014-07-23,1.3459
2014-07-24,1.3465
2014-07-25,1.3433
2014-07-28,1.3435
2014-07-29,1.3411
2014-07-30,1.3393
2014-07-31,1.3392
2014-08-01,1.3430
2014-08-04,1.3421
2014-08-05,1.3374
2014-08-06,1.3379
2014-08-07,1.3360
2014-08-08,1.3413
2014-08-11,1.3384
2014-08-12,1.3369
2014-08-13,1.3370
2014-08-14,1.3368
2014-08-15,1.3400
2014-08-18,1.3363
2014-08-19,1.3321
2014-08-20,1.3265
2014-08-21,1.3282
2014-08-22,1.3243
2014-08-25,1.3194
2014-08-26,1.3175
2014-08-27,1.3200
2014-08-28,1.3190
2014-08-29,1.3141
2014-09-02,1.3135
2014-09-03,1.3154
2014-09-04,1.2948
2014-09-05,1.2969
2014-09-08,1.2918
2014-09-09,1.2929
2014-09-10,1.2915
2014-09-11,1.2933
2014-09-12,1.2958
2014-09-15,1.2945
2014-09-16,1.2969
2014-09-17,1.2925
2014-09-18,1.2924
2014-09-19,1.2844
2014-09-22,1.2843
2014-09-23,1.2865
2014-09-24,1.2787
2014-09-25,1.2755
2014-09-26,1.2689
2014-09-29,1.2700
2014-09-30,1.2635
2014-10-01,1.2614
2014-10-02,1.2681
2014-10-03,1.2515
2014-10-06,1.2633
2014-10-07,1.2670
2014-10-08,1.2738
2014-10-09,1.2693
2014-10-10,1.2619
2014-10-13,1.2671
2014-10-14,1.2654
2014-10-15,1.2781
2014-10-16,1.2805
2014-10-17,1.2778
2014-10-20,1.2813
2014-10-21,1.2730
2014-10-22,1.2648
2014-10-23,1.2653
2014-10-24,1.2668
2014-10-27,1.2712
2014-10-28,1.2739
2014-10-29,1.2649
2014-10-30,1.2616
2014-10-31,1.2530
2014-11-03,1.2494
2014-11-04,1.2560
2014-11-05,1.2483
2014-11-06,1.2390
2014-11-07,1.2444
2014-11-10,1.2425
2014-11-11,1.2467
2014-11-12,1.2435
2014-11-13,1.2490
2014-11-14,1.2528
2014-11-17,1.2454
2014-11-18,1.2537
2014-11-19,1.2547
2014-11-20,1.2552
2014-11-21,1.2389
2014-11-24,1.2438
2014-11-25,1.2476
2014-11-26,1.2521
2014-11-28,1.2442
2014-12-01,1.2487
2014-12-02,1.2389
2014-12-03,1.2319
2014-12-04,1.2376
2014-12-05,1.2297
2014-12-08,1.2335
2014-12-09,1.2386
2014-12-10,1.2449
2014-12-11,1.2392
2014-12-12,1.2459
2014-12-15,1.2444
2014-12-16,1.2495
2014-12-17,1.2337
2014-12-18,1.2292
2014-12-19,1.2235
2014-12-22,1.2230
2014-12-23,1.2185
2014-12-24,1.2199
2014-12-26,1.2185
2014-12-29,1.2165
2014-12-30,1.2162
2014-12-31,1.2107
2015-01-02,1.2013
2015-01-05,1.1947
2015-01-06,1.1921
2015-01-07,1.1857
2015-01-08,1.1790
2015-01-09,1.1848
2015-01-12,1.1847
2015-01-13,1.1771
2015-01-14,1.1782
2015-01-15,1.1622
2015-01-16,1.1590
2015-01-20,1.1554
2015-01-21,1.1597
2015-01-22,1.1383
2015-01-23,1.1251
2015-01-26,1.1272
2015-01-27,1.1380
2015-01-28,1.1314
2015-01-29,1.1317
2015-01-30,1.1296
2015-02-02,1.1350
2015-02-03,1.1491
2015-02-04,1.1423
2015-02-05,1.1479
2015-02-06,1.1323
2015-02-09,1.1341
2015-02-10,1.1317
2015-02-11,1.1307
2015-02-12,1.1418
2015-02-13,1.1395
2015-02-17,1.1417
2015-02-18,1.1384
2015-02-19,1.1368
2015-02-20,1.1399
2015-02-23,1.1336
2015-02-24,1.1341
2015-02-25,1.1367
2015-02-26,1.1206
2015-02-27,1.1205
2015-03-02,1.1201
2015-03-03,1.1193
2015-03-04,1.1087
2015-03-05,1.1041
2015-03-06,1.0872
2015-03-09,1.0873
2015-03-10,1.0710
2015-03-11,1.0546
2015-03-12,1.0610
2015-03-13,1.0484
2015-03-16,1.0595
2015-03-17,1.0611
2015-03-18,1.0753
2015-03-19,1.0653
2015-03-20,1.0823
2015-03-23,1.0954
2015-03-24,1.0930
2015-03-25,1.0972
2015-03-26,1.0882
2015-03-27,1.0916
2015-03-30,1.0834
2015-03-31,1.0754
2015-04-01,1.0775
2015-04-02,1.0905
2015-04-06,1.0987
2015-04-07,1.0839
2015-04-08,1.0808
2015-04-09,1.0648
2015-04-10,1.0613
2015-04-13,1.0578
2015-04-14,1.0668
2015-04-15,1.0693
2015-04-16,1.0806
2015-04-17,1.0800
2015-04-20,1.0744
2015-04-21,1.0742
2015-04-22,1.0747
2015-04-23,1.0832
2015-04-24,1.0875
2015-04-27,1.0887
2015-04-28,1.0985
2015-04-29,1.1118
2015-04-30,1.1266
2015-05-01,1.1198
2015-05-04,1.1145
2015-05-05,1.1201
2015-05-06,1.1357
2015-05-07,1.1274
2015-05-08,1.1210
2015-05-11,1.1161
2015-05-12,1.1225
2015-05-13,1.1365
2015-05-14,1.1400
2015-05-15,1.1469
2015-05-18,1.1308
2015-05-19,1.1159
2015-05-20,1.1120
2015-05-21,1.1134
2015-05-22,1.1043
2015-05-26,1.0877
2015-05-27,1.0898
2015-05-28,1.0965
2015-05-29,1.0994
2015-06-01,1.0949
2015-06-02,1.1183
2015-06-03,1.1265
2015-06-04,1.1259
2015-06-05,1.1134
2015-06-08,1.1291
2015-06-09,1.1295
2015-06-10,1.1330
2015-06-11,1.1277
2015-06-12,1.1275
2015-06-15,1.1297
2015-06-16,1.1254
2015-06-17,1.1347
2015-06-18,1.1383
2015-06-19,1.1366
2015-06-22,1.1350
2015-06-23,1.1180
2015-06-24,1.1218
2015-06-25,1.1214
2015-06-26,1.1172
2015-06-29,1.1265
2015-06-30,1.1156
2015-07-01,1.1059
2015-07-02,1.1096
2015-07-06,1.1058
2015-07-07,1.0986
2015-07-08,1.1071
2015-07-09,1.1022
2015-07-10,1.1138
2015-07-13,1.1007
2015-07-14,1.1018
2015-07-15,1.0957
2015-07-16,1.0883
2015-07-17,1.0857
2015-07-20,1.0837
2015-07-21,1.0950
2015-07-22,1.0912
2015-07-23,1.1006
2015-07-24,1.0989
2015-07-27,1.1105
2015-07-28,1.1049
2015-07-29,1.1015
2015-07-30,1.0924
2015-07-31,1.0971
2015-08-03,1.0954
2015-08-04,1.0897
2015-08-05,1.0901
2015-08-06,1.0926
2015-08-07,1.0976
2015-08-10,1.1024
2015-08-11,1.1035
2015-08-12,1.1174
2015-08-13,1.1146
2015-08-14,1.1124
2015-08-17,1.1085
2015-08-18,1.1023
2015-08-19,1.1134
2015-08-20,1.1202
2015-08-21,1.1358
2015-08-24,1.1603
2015-08-25,1.1429
2015-08-26,1.1355
2015-08-27,1.1274
2015-08-28,1.1195
2015-08-31,1.1253
2015-09-01,1.1313
2015-09-02,1.1258
2015-09-03,1.1135
2015-09-04,1.1168
2015-09-08,1.1203
2015-09-09,1.1214
2015-09-10,1.1302
2015-09-11,1.1353
2015-09-14,1.1332
2015-09-15,1.1290
2015-09-16,1.1294
2015-09-17,1.1413
2015-09-18,1.1368
2015-09-21,1.1206
2015-09-22,1.1147
2015-09-23,1.1222
2015-09-24,1.1234
2015-09-25,1.1203
2015-09-28,1.1244
2015-09-29,1.1272
2015-09-30,1.1179
2015-10-01,1.1196
2015-10-02,1.1241
2015-10-05,1.1192
2015-10-06,1.1284
2015-10-07,1.1263
2015-10-08,1.1284
2015-10-09,1.1377
2015-10-12,1.1388
2015-10-13,1.1395
2015-10-14,1.1489
2015-10-15,1.1394
2015-10-16,1.1386
2015-10-19,1.1336
2015-10-20,1.1346
2015-10-21,1.1346
2015-10-22,1.1117
2015-10-23,1.1012
2015-10-26,1.1053
2015-10-27,1.1050
2015-10-28,1.0909
2015-10-29,1.0981
2015-10-30,1.1009
2015-11-02,1.1017
2015-11-03,1.0970
2015-11-04,1.0865
2015-11-05,1.0891
2015-11-06,1.0750
2015-11-09,1.0762
2015-11-10,1.0711
2015-11-11,1.0734
2015-11-12,1.0798
2015-11-13,1.0741
2015-11-16,1.0681
2015-11-17,1.0652
2015-11-18,1.0650
2015-11-19,1.0736
2015-11-20,1.0656
2015-11-23,1.0627
2015-11-24,1.0665
2015-11-25,1.0630
2015-11-27,1.0620
2015-11-30,1.0600
2015-12-01,1.0664
2015-12-02,1.0649
2015-12-03,1.1001
2015-12-04,1.0901
2015-12-07,1.0873
2015-12-08,1.0914
2015-12-09,1.1053
2015-12-10,1.0965
2015-12-11,1.1020
2015-12-14,1.1027
2015-12-15,1.0946
2015-12-16,1.1008
2015-12-17,1.0830
2015-12-18,1.0891
2015-12-21,1.0952
2015-12-22,1.0979
2015-12-23,1.0936
2015-12-24,1.0976
2015-12-28,1.0999
2015-12-29,1.0961
2015-12-30,1.0944
2015-12-31,1.0886
2016-01-04,1.0846
2016-01-05,1.0763
2016-01-06,1.0806
2016-01-07,1.0952
2016-01-08,1.0920
2016-01-11,1.0890
2016-01-12,1.0872
2016-01-13,1.0894
2016-01-14,1.0878
2016-01-15,1.0925
2016-01-19,1.0940
2016-01-20,1.0906
2016-01-21,1.0891
2016-01-22,1.0804
2016-01-25,1.0849
2016-01-26,1.0865
2016-01-27,1.0918
2016-01-28,1.0967
2016-01-29,1.0839
2016-02-01,1.0904
2016-02-02,1.0927
2016-02-03,1.1103
2016-02-04,1.1222
2016-02-05,1.1155
2016-02-08,1.1222
2016-02-09,1.1296
2016-02-10,1.1290
2016-02-11,1.1332
2016-02-12,1.1264
2016-02-16,1.1152
2016-02-17,1.1146
2016-02-18,1.1104
2016-02-19,1.1142
2016-02-22,1.1031
2016-02-23,1.1015
2016-02-24,1.1025
2016-02-25,1.1058
2016-02-26,1.0950
2016-02-29,1.0911
2016-03-01,1.0902
2016-03-02,1.0900
2016-03-03,1.0992
2016-03-04,1.1033
2016-03-07,1.1051
2016-03-08,1.1037
2016-03-09,1.1036
2016-03-10,1.1231
2016-03-11,1.1188
2016-03-14,1.1124
2016-03-15,1.1139
2016-03-16,1.1225
2016-03-17,1.1348
2016-03-18,1.1296
2016-03-21,1.1280
2016-03-22,1.1247
2016-03-23,1.1208
2016-03-24,1.1197
2016-03-28,1.1228
2016-03-29,1.1322
2016-03-30,1.1360
2016-03-31,1.1412
2016-04-01,1.1417
2016-04-04,1.1420
2016-04-05,1.1409
2016-04-06,1.1429
2016-04-07,1.1401
2016-04-08,1.1419
2016-04-11,1.1433
2016-04-12,1.1418
2016-04-13,1.1304
2016-04-14,1.1286
2016-04-15,1.1305
2016-04-18,1.1332
2016-04-19,1.1393
2016-04-20,1.1319
2016-04-21,1.1312
2016-04-22,1.1245
2016-04-25,1.1276
2016-04-26,1.1306
2016-04-27,1.1341
2016-04-28,1.1364
2016-04-29,1.1465
2016-05-02,1.1537
2016-05-03,1.1521
2016-05-04,1.1515
2016-05-05,1.1411
2016-05-06,1.1410
2016-05-09,1.1400
2016-05-10,1.1381
2016-05-11,1.1437
2016-05-12,1.1385
2016-05-13,1.1317
2016-05-16,1.1327
2016-05-17,1.1326
2016-05-18,1.1238
2016-05-19,1.1208
2016-05-20,1.1226
2016-05-23,1.1227
2016-05-24,1.1152
2016-05-25,1.1176
2016-05-26,1.1210
2016-05-27,1.1166
2016-05-31,1.1161
2016-06-01,1.1226
2016-06-02,1.1193
2016-06-03,1.1387
2016-06-06,1.1414
2016-06-07,1.1403
2016-06-08,1.1437
2016-06-09,1.1369
2016-06-10,1.1298
2016-06-13,1.1332
2016-06-14,1.1242
2016-06-15,1.1303
2016-06-16,1.1276
2016-06-17,1.1307
2016-06-20,1.1352
2016-06-21,1.1294
2016-06-22,1.1346
2016-06-23,1.1391
2016-06-24,1.1156
2016-06-27,1.1036
2016-06-28,1.1080
2016-06-29,1.1138
2016-06-30,1.1108
2016-07-01,1.1165
2016-07-05,1.1101
2016-07-06,1.1134
2016-07-07,1.1084
2016-07-08,1.1078
2016-07-11,1.1085
2016-07-12,1.1096
2016-07-13,1.1136
2016-07-14,1.1149
2016-07-15,1.1089
2016-07-18,1.1096
2016-07-19,1.1042
2016-07-20,1.1030
2016-07-21,1.1039
2016-07-22,1.0987
2016-07-25,1.1014
2016-07-26,1.1011
2016-07-27,1.1043
2016-07-28,1.1096
2016-07-29,1.1202
2016-08-01,1.1191
2016-08-02,1.1248
2016-08-03,1.1167
2016-08-04,1.1150
2016-08-05,1.1110
2016-08-08,1.1101
2016-08-09,1.1126
2016-08-10,1.1192
2016-08-11,1.1159
2016-08-12,1.1178
2016-08-15,1.1197
2016-08-16,1.1291
2016-08-17,1.1304
2016-08-18,1.1367
2016-08-19,1.1336
2016-08-22,1.1337
2016-08-23,1.1318
2016-08-24,1.1274
2016-08-25,1.1289
2016-08-26,1.1205
2016-08-29,1.1213
2016-08-30,1.1176
2016-08-31,1.1203
2016-09-01,1.1249
2016-09-02,1.1210
2016-09-06,1.1304
2016-09-07,1.1291
2016-09-08,1.1304
2016-09-09,1.1273
2016-09-12,1.1287
2016-09-13,1.1252
2016-09-14,1.1294
2016-09-15,1.1285
2016-09-16,1.1193
2016-09-19,1.1219
2016-09-20,1.1199
2016-09-21,1.1218
2016-09-22,1.1241
2016-09-23,1.1272
2016-09-26,1.1296
2016-09-27,1.1262
2016-09-28,1.1255
2016-09-29,1.1252
2016-09-30,1.1277
2016-10-03,1.1255
2016-10-04,1.1232
2016-10-05,1.1247
2016-10-06,1.1173
2016-10-07,1.1211
2016-10-10,1.1169
2016-10-11,1.1080
2016-10-12,1.1041
2016-10-13,1.1084
2016-10-14,1.1010
2016-10-17,1.1025
2016-10-18,1.1005
2016-10-19,1.0994
2016-10-20,1.0951
2016-10-21,1.0899
2016-10-24,1.0902
2016-10-25,1.0914
2016-10-26,1.0932
2016-10-27,1.0925
2016-10-28,1.1003
2016-10-31,1.0987
2016-11-01,1.1082
2016-11-02,1.1116
2016-11-03,1.1124
2016-11-04,1.1138
2016-11-07,1.1057
2016-11-08,1.1047
2016-11-09,1.0946
2016-11-10,1.0906
2016-11-11,1.0859
2016-11-14,1.0739
2016-11-15,1.0730
2016-11-16,1.0695
2016-11-17,1.0639
2016-11-18,1.0611
2016-11-21,1.0620
2016-11-22,1.0635
2016-11-23,1.0558
2016-11-25,1.0610
2016-11-28,1.0624
2016-11-29,1.0685
2016-11-30,1.0642
2016-12-01,1.0701
2016-12-02,1.0713
2016-12-05,1.0822
2016-12-06,1.0769
2016-12-07,1.0810
2016-12-08,1.0662
2016-12-09,1.0603
2016-12-12,1.0679
2016-12-13,1.0669
2016-12-14,1.0606
2016-12-15,1.0472
2016-12-16,1.0479
2016-12-19,1.0449
2016-12-20,1.0436
2016-12-21,1.0472
2016-12-22,1.0479
2016-12-23,1.0491
2016-12-27,1.0502
2016-12-28,1.0458
2016-12-29,1.0521
2016-12-30,1.0574
2017-01-03,1.0446
2017-01-04,1.0499
2017-01-05,1.0622
2017-01-06,1.0561
2017-01-09,1.0607
2017-01-10,1.0587
2017-01-11,1.0604
2017-01-12,1.0651
2017-01-13,1.0668
2017-01-17,1.0734
2017-01-18,1.0692
2017-01-19,1.0682
2017-01-20,1.0730
2017-01-23,1.0768
2017-01-24,1.0743
2017-01-25,1.0762
2017-01-26,1.0718
2017-01-27,1.0718
2017-01-30,1.0711
2017-01-31,1.0821
2017-02-01,1.0793
2017-02-02,1.0779
2017-02-03,1.0782
2017-02-06,1.0762
2017-02-07,1.0709
2017-02-08,1.0699
2017-02-09,1.0670
2017-02-10,1.0643
2017-02-13,1.0610
2017-02-14,1.0583
2017-02-15,1.0600
2017-02-16,1.0685
2017-02-17,1.0615
2017-02-21,1.0556
2017-02-22,1.0579
2017-02-23,1.0589
2017-02-24,1.0590
2017-02-27,1.0623
2017-02-28,1.0637
2017-03-01,1.0599
2017-03-02,1.0554
2017-03-03,1.0651
2017-03-06,1.0639
2017-03-07,1.0619
2017-03-08,1.0599
2017-03-09,1.0643
2017-03-10,1.0742
2017-03-13,1.0709
2017-03-14,1.0660
2017-03-15,1.0753
2017-03-16,1.0798
2017-03-17,1.0791
2017-03-20,1.0781
2017-03-21,1.0848
2017-03-22,1.0844
2017-03-23,1.0831
2017-03-24,1.0851
2017-03-27,1.0911
2017-03-28,1.0851
2017-03-29,1.0800
2017-03-30,1.0729
2017-03-31,1.0722
2017-04-03,1.0705
2017-04-04,1.0706
2017-04-05,1.0703
2017-04-06,1.0682
2017-04-07,1.0624
2017-04-10,1.0630
2017-04-11,1.0642
2017-04-12,1.0627
2017-04-13,1.0654
2017-04-17,1.0675
2017-04-18,1.0763
2017-04-19,1.0751
2017-04-20,1.0750
2017-04-21,1.0724
2017-04-24,1.0887
2017-04-25,1.0968
2017-04-26,1.0926
2017-04-27,1.0909
2017-04-28,1.0921
2017-05-01,1.0931
2017-05-02,1.0952
2017-05-03,1.0928
2017-05-04,1.1000
2017-05-05,1.1011
2017-05-08,1.0954
2017-05-09,1.0889
2017-05-10,1.0882
2017-05-11,1.0885
2017-05-12,1.0942
2017-05-15,1.0996
2017-05-16,1.1113
2017-05-17,1.1166
2017-05-18,1.1120
2017-05-19,1.1221
2017-05-22,1.1251
2017-05-23,1.1199
2017-05-24,1.1212
2017-05-25,1.1227
2017-05-26,1.1211
2017-05-30,1.1231
2017-05-31,1.1300
2017-06-01,1.1278
2017-06-02,1.1340
2017-06-05,1.1319
2017-06-06,1.1330
2017-06-07,1.1315
2017-06-08,1.1283
2017-06-09,1.1257
2017-06-12,1.1267
2017-06-13,1.1270
2017-06-14,1.1274
2017-06-15,1.1209
2017-06-16,1.1249
2017-06-19,1.1203
2017-06-20,1.1183
2017-06-21,1.1216
2017-06-22,1.1199
2017-06-23,1.1249
2017-06-26,1.1232
2017-06-27,1.1398
2017-06-28,1.1430
2017-06-29,1.1480
2017-06-30,1.1467
2017-07-03,1.1402
2017-07-05,1.1386
2017-07-06,1.1465
2017-07-07,1.1445
2017-07-10,1.1445
2017-07-11,1.1518
2017-07-12,1.1455
2017-07-13,1.1444
2017-07-14,1.1504
2017-07-17,1.1518
2017-07-18,1.1599
2017-07-19,1.1555
2017-07-20,1.1659
2017-07-21,1.1713
2017-07-24,1.1677
2017-07-25,1.1684
2017-07-26,1.1736
2017-07-27,1.1715
2017-07-28,1.1792
2017-07-31,1.1861
2017-08-01,1.1832
2017-08-02,1.1890
2017-08-03,1.1894
2017-08-04,1.1791
2017-08-07,1.1820
2017-08-08,1.1778
2017-08-09,1.1777
2017-08-10,1.1792
2017-08-11,1.1846
2017-08-14,1.1805
2017-08-15,1.1755
2017-08-16,1.1789
2017-08-17,1.1759
2017-08-18,1.1777
2017-08-21,1.1828
2017-08-22,1.1768
2017-08-23,1.1836
2017-08-24,1.1818
2017-08-25,1.1892
2017-08-28,1.2005
2017-08-29,1.2027
2017-08-30,1.1937
2017-08-31,1.1958
2017-09-01,1.1934
2017-09-05,1.1985
2017-09-06,1.1976
2017-09-07,1.2068
2017-09-08,1.2090
2017-09-11,1.2025
2017-09-12,1.2031
2017-09-13,1.1934
2017-09-14,1.1972
2017-09-15,1.1998
2017-09-18,1.2010
2017-09-19,1.2055
2017-09-20,1.1947
2017-09-21,1.1986
2017-09-22,1.1998
2017-09-25,1.1900
2017-09-26,1.1853
2017-09-27,1.1811
2017-09-28,1.1841
2017-09-29,1.1865
2017-10-02,1.1792
2017-10-03,1.1797
2017-10-04,1.1811
2017-10-05,1.1750
2017-10-06,1.1778
2017-10-09,1.1793
2017-10-10,1.1848
2017-10-11,1.1897
2017-10-12,1.1875
2017-10-13,1.1858
2017-10-16,1.1831
2017-10-17,1.1809
2017-10-18,1.1841
2017-10-19,1.1866
2017-10-20,1.1815
2017-10-23,1.1773
2017-10-24,1.1821
2017-10-25,1.1840
2017-10-26,1.1691
2017-10-27,1.1629
2017-10-30,1.1669
2017-10-31,1.1681
2017-11-01,1.1647
2017-11-02,1.1688
2017-11-03,1.1634
2017-11-06,1.1633
2017-11-07,1.1612
2017-11-08,1.1620
2017-11-09,1.1670
2017-11-10,1.1687
2017-11-13,1.1689
2017-11-14,1.1815
2017-11-15,1.1813
2017-11-16,1.1784
2017-11-17,1.1815
2017-11-20,1.1750
2017-11-21,1.1759
2017-11-22,1.1840
2017-11-24,1.1942
2017-11-27,1.1928
2017-11-28,1.1878
2017-11-29,1.1917
2017-11-30,1.1964
2017-12-01,1.1973
2017-12-04,1.1937
2017-12-05,1.1895
2017-12-06,1.1872
2017-12-07,1.1854
2017-12-08,1.1847
2017-12-11,1.1865
2017-12-12,1.1818
2017-12-13,1.1902
2017-12-14,1.1875
2017-12-15,1.1845
2017-12-18,1.1868
2017-12-19,1.1922
2017-12-20,1.1954
2017-12-21,1.1948
2017-12-22,1.1928
2017-12-26,1.1941
2017-12-27,1.1970
2017-12-28,1.2008
2017-12-29,1.2076
2018-01-02,1.2106
2018-01-03,1.2069
2018-01-04,1.2122
2018-01-05,1.2099
2018-01-08,1.2013
2018-01-09,1.1980
2018-01-10,1.2006
2018-01-11,1.2085
2018-01-12,1.2229
2018-01-16,1.2317
2018-01-17,1.2284
2018-01-18,1.2286
2018-01-19,1.2275
2018-01-22,1.2300
2018-01-23,1.2336
2018-01-24,1.2445
2018-01-25,1.2428
2018-01-26,1.2460
2018-01-29,1.2427
2018-01-30,1.2441
2018-01-31,1.2448
2018-02-01,1.2538
2018-02-02,1.2486
2018-02-05,1.2432
2018-02-06,1.2424
2018-02-07,1.2306
2018-02-08,1.2291
2018-02-09,1.2260
2018-02-12,1.2309
2018-02-13,1.2381
2018-02-14,1.2463
2018-02-15,1.2530
2018-02-16,1.2440
2018-02-20,1.2357
2018-02-21,1.2322
2018-02-22,1.2349
2018-02-23,1.2330
2018-02-26,1.2361
2018-02-27,1.2303
2018-02-28,1.2285
2018-03-01,1.2351
2018-03-02,1.2427
2018-03-05,1.2422
2018-03-06,1.2500
2018-03-07,1.2500
2018-03-08,1.2398
2018-03-09,1.2406
2018-03-12,1.2428
2018-03-13,1.2489
2018-03-14,1.2467
2018-03-15,1.2394
2018-03-16,1.2371
2018-03-19,1.2444
2018-03-20,1.2336
2018-03-21,1.2411
2018-03-22,1.2387
2018-03-23,1.2447
2018-03-26,1.2534
2018-03-27,1.2478
2018-03-28,1.2381
2018-03-29,1.2359
2018-04-02,1.2368
2018-04-03,1.2335
2018-04-04,1.2349
2018-04-05,1.2301
2018-04-06,1.2349
2018-04-09,1.2383
2018-04-10,1.2421
2018-04-11,1.2423
2018-04-12,1.2387
2018-04-13,1.2389
2018-04-16,1.2438
2018-04-17,1.2422
2018-04-18,1.2431
2018-04-19,1.2389
2018-04-20,1.2333
2018-04-23,1.2254
2018-04-24,1.2285
2018-04-25,1.2224
2018-04-26,1.2150
2018-04-27,1.2164
2018-04-30,1.2123
2018-05-01,1.2036
2018-05-02,1.2025
2018-05-03,1.2029
2018-05-04,1.1999
2018-05-07,1.1959
2018-05-08,1.1890
2018-05-09,1.1894
2018-05-10,1.1957
2018-05-11,1.1973
2018-05-14,1.1972
2018-05-15,1.1876
2018-05-16,1.1828
2018-05-17,1.1823
2018-05-18,1.1797
2018-05-21,1.1795
2018-05-22,1.1800
2018-05-23,1.1719
2018-05-24,1.1746
2018-05-25,1.1696
2018-05-29,1.1582
2018-05-30,1.1718
2018-05-31,1.1767
2018-06-01,1.1758
2018-06-04,1.1792
2018-06-05,1.1806
2018-06-06,1.1861
2018-06-07,1.1898
2018-06-08,1.1860
2018-06-11,1.1876
2018-06-12,1.1836
2018-06-13,1.1859
2018-06-14,1.1673
2018-06-15,1.1686
2018-06-18,1.1696
2018-06-19,1.1653
2018-06-20,1.1663
2018-06-21,1.1698
2018-06-22,1.1738
2018-06-25,1.1778
2018-06-26,1.1723
2018-06-27,1.1628
2018-06-28,1.1624
2018-06-29,1.1737
2018-07-02,1.1675
2018-07-03,1.1715
2018-07-05,1.1741
2018-07-06,1.1805
2018-07-09,1.1809
2018-07-10,1.1804
2018-07-11,1.1730
2018-07-12,1.1726
2018-07-13,1.1731
2018-07-16,1.1767
2018-07-17,1.1716
2018-07-18,1.1700
2018-07-19,1.1694
2018-07-20,1.1774
2018-07-23,1.1737
2018-07-24,1.1730
2018-07-25,1.1747
2018-07-26,1.1689
2018-07-27,1.1699
2018-07-30,1.1751
2018-07-31,1.1738
2018-08-01,1.1703
2018-08-02,1.1623
