,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,0.13409946745740622,0.09976623160341093,0.07544934116465288,0.07140099507529407,0.061169004524927156,0.046325301193595604,0.028354966265434017,0.011871941637500664,-0.006005769490674929,-0.020717200786357772,-0.03217522325287073,-0.035361491292955016,-0.034920607218005974,-0.033030930060986424,-0.026286639370231898,-0.01796371170350426,-0.01363647790999428,-0.01159060215427403
1,0.15179937920088285,0.12195554395152075,0.09005579971209925,0.0690642018727527,0.06389292471816016,0.046922834310239574,0.024213251812548922,0.0047608000037018,-0.011743995310951293,-0.029494006711741162,-0.040418968243133825,-0.042972513146424716,-0.0396369147851244,-0.03629091958226285,-0.03090703365668096,-0.021599858694439793,-0.013498929811450249,-0.01098452286757532
2,0.16077925272550625,0.1353386911830116,0.10805818387228917,0.0789868365074515,0.061062286670295,0.04734836945437229,0.023982045838986797,-0.0010477228408938954,-0.01943647032187099,-0.03665563067314838,-0.051234174135214444,-0.054754888773533364,-0.049790040549216985,-0.042134960587943866,-0.03503054465378021,-0.02525532404937924,-0.015797537897458375,-0.009032185481861684
3,0.16414624650280457,0.14158166447642298,0.11652551698456513,0.09231643206431495,0.06643523350106804,0.04658398076232334,0.023009255714156282,0.0009039414919949258,-0.023806073148391477,-0.04164436849859894,-0.05770406253917841,-0.0641436640641224,-0.061718702267573984,-0.051961435236360806,-0.03986738855471214,-0.028605121032736505,-0.01717763420991032,-0.009645269012490491
4,0.1598927209108985,0.13914683626458443,0.12027302141198906,0.09485796835651464,0.07387876159360708,0.04834499685216173,0.026438130503686118,0.0012187900449605379,-0.01627566818347075,-0.040575684783645795,-0.05691726121344645,-0.06678677981255972,-0.06611376339438485,-0.06016518563467523,-0.046265362951078165,-0.030188829972471,-0.01845981004364542,-0.008241180447732824
5,0.15041209124268726,0.1328602376953247,0.11337598998282604,0.0954922569951799,0.070597051561991,0.04946733965414992,0.02440111825559279,0.005922608552259404,-0.014755717881469331,-0.029407678345091053,-0.05016883934240787,-0.06020281842143803,-0.062816506545505,-0.05799807711170443,-0.048430275832290315,-0.03203955645125667,-0.015921772900352127,-0.007106968796795558
6,0.14213836612945963,0.12561603429302515,0.10449068991138383,0.08596359358973782,0.06837892534593075,0.042353340480623856,0.02119435705564649,0.001570081709015337,-0.011622640861903035,-0.029416356609691184,-0.040191532959659104,-0.05237212668342323,-0.05396489705825119,-0.05270523528750545,-0.04313484119006425,-0.030513468184416942,-0.01536421057590082,-0.0024759149549299763
7,0.136894412454491,0.11918829223897298,0.09855801644735987,0.07606022788416261,0.05706100856504426,0.037746762367251385,0.01239497154196478,-0.003716617626209142,-0.017209453529532362,-0.027897442949197188,-0.04279540922507456,-0.04648712216533439,-0.048467353171270884,-0.04587183868966383,-0.03927072585521327,-0.02438313339347818,-0.011601725966778526,-0.0003182837944423673
8,0.13929328075705386,0.11514736246658645,0.09386323039884684,0.06969912243053143,0.046060077139552354,0.024426464798506135,0.005424889901104949,-0.012882508765955316,-0.022780596680476425,-0.03291835372437179,-0.041594839974228394,-0.050107762167577286,-0.04625385025283414,-0.04317163687804001,-0.03560850512409679,-0.022851948230095974,-0.005904428119884275,0.0048108276510147605
9,0.13873074734105345,0.11779102827834144,0.090833929350337,0.06643185264684318,0.03934519207735382,0.01413564509616632,-0.00693671991886287,-0.019963273348371526,-0.03053611497073039,-0.036875629549415645,-0.04601439990961453,-0.04946046315148796,-0.049882721561026154,-0.04374467613888431,-0.0351960371216272,-0.021529622741068427,-0.006240971946860614,0.0095890678193861
10,0.13673708543985683,0.11815070007560999,0.09293358942468852,0.0641340264827593,0.0376696061420727,0.008416293267023093,-0.014766632603901524,-0.02903654785387614,-0.03613095169542321,-0.042695103369731265,-0.04771019285608089,-0.053978160270041736,-0.05089187794224263,-0.04779618291420405,-0.03846805615178083,-0.023889448732414272,-0.0070279757096730995,0.007411095255332431
11,0.1325580423923728,0.11641527268090231,0.09449753139635626,0.06665883536020288,0.03725659165939388,0.010150548395743957,-0.017527856682532775,-0.03311573217120897,-0.040337683653141686,-0.04565647193331866,-0.05090008431838332,-0.05342122454938058,-0.054309483269778885,-0.04868397701116756,-0.04140869143100227,-0.02854329574782883,-0.01088788274662552,0.005174572819338637
12,0.1271683729007822,0.11263386197313395,0.09377956689013175,0.07029317473615904,0.04199334617203357,0.013087043460388905,-0.011599877847514298,-0.03183104065240011,-0.040197392524444014,-0.04455666300698226,-0.050036262852871896,-0.053499122520432915,-0.05149626421114791,-0.05013713944155588,-0.04187976572690703,-0.030450933045069652,-0.016538873590655576,0.0002488251091654816
13,0.11887939811372436,0.10719385630432586,0.09093013322483531,0.0703490022927318,0.045864000453271894,0.018840453191451157,-0.006805874796696325,-0.0238475128276064,-0.03582155791872549,-0.04031225340023516,-0.04400633331101784,-0.04902740906237735,-0.04947511183012352,-0.04535377962518697,-0.041631884966058956,-0.030626632847096033,-0.0173181833217473,-0.00552519706037133
14,0.11425121930938237,0.09941594676049774,0.0850593141283755,0.06732311670617096,0.04480590213362474,0.01937104151861086,-0.003738433378296626,-0.020645889866297014,-0.02905486187720692,-0.034668759891281285,-0.03783627359843912,-0.04016063090873628,-0.0436728867807378,-0.04252839217021315,-0.03655459235264174,-0.028973939421940337,-0.017053536514220955,-0.004674223615598725
15,0.100879509370132,0.09432259878144893,0.07798560935239249,0.061001522263213315,0.0415933890775281,0.017641569399035776,-0.005732895274003316,-0.020297935743055183,-0.027383491911528238,-0.029401768409001643,-0.03111563703470948,-0.03335735679226754,-0.033631979305587645,-0.03546227428589506,-0.0327368293975927,-0.02371550321481825,-0.013492200944944585,-0.0028841812686730656
